algorithm,num,model,param,accuracy,precision,recall,f1,auc
logistic,125,H5->H1 50%val,l2_78.47599703514607_saga,0.7694,0.7740,0.6243,0.6911,0.8075
logistic,125,H5->H1 50%test,l2_78.47599703514607_saga,0.7146,0.7029,0.5359,0.6082,0.7479
logistic,125,H5->H3 50%val,l2_545.5594781168514_liblinear,0.7561,0.7640,0.8124,0.7875,0.8451
logistic,125,H5->H3 50%test,l2_545.5594781168514_liblinear,0.7498,0.7562,0.8115,0.7829,0.8407
logistic,125,H3H5->H1 50%val,l2_0.615848211066026_saga,0.7785,0.7234,0.7514,0.7371,0.8144
logistic,125,H3H5->H1 50%test,l2_0.615848211066026_saga,0.6986,0.6400,0.6188,0.6292,0.7563
logistic,125,H1H5->H3 50%val,l1_0.08858667904100823_liblinear,0.7762,0.9319,0.6447,0.7622,0.8958
logistic,125,H1H5->H3 50%test,l1_0.08858667904100823_liblinear,0.7690,0.9147,0.6446,0.7563,0.8902
logistic,125,H1H3->H5 50%val,l2_0.03359818286283781_liblinear,0.9178,0.9149,0.9556,0.9348,0.9476
logistic,125,H1H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7959,0.8261,0.8444,0.8352,0.8563
logistic,130,H1->self,,0.7146,0.6522,0.6656,0.6574,0.7766
logistic,130,H3->self,,0.7811,0.8545,0.7308,0.7878,0.8940
logistic,130,H5->self,,0.8497,0.8996,0.8500,0.8712,0.9128
logistic,130,H1->H3 50%val,l1_0.615848211066026_saga,0.7762,0.9279,0.6480,0.7631,0.8956
logistic,130,H1->H3 50%test,l1_0.615848211066026_saga,0.7696,0.9111,0.6491,0.7581,0.8901
logistic,130,H1->H5 50%val,l2_29.763514416313132_saga,0.9041,0.9524,0.8889,0.9195,0.9450
logistic,130,H1->H5 50%test,l2_29.763514416313132_saga,0.7959,0.8659,0.7889,0.8256,0.8581
logistic,130,H3->H1 50%val,l2_0.615848211066026_liblinear,0.7785,0.7188,0.7624,0.7399,0.8106
logistic,130,H3->H1 50%test,l2_0.615848211066026_liblinear,0.6986,0.6384,0.6243,0.6313,0.7508
logistic,130,H3->H5 50%val,l2_0.23357214690901212_liblinear,0.9178,0.9535,0.9111,0.9318,0.9462
logistic,130,H3->H5 50%test,l2_0.23357214690901212_liblinear,0.7959,0.8659,0.7889,0.8256,0.8620
logistic,130,H5->H1 50%val,l2_29.763514416313132_liblinear,0.7466,0.7574,0.5691,0.6498,0.8020
logistic,130,H5->H1 50%test,l2_29.763514416313132_liblinear,0.6941,0.6911,0.4696,0.5592,0.7431
logistic,130,H5->H3 50%val,l2_206.913808111479_liblinear,0.7536,0.7667,0.8006,0.7833,0.8418
logistic,130,H5->H3 50%test,l2_206.913808111479_liblinear,0.7455,0.7556,0.8014,0.7778,0.8374
logistic,130,H3H5->H1 50%val,l2_0.615848211066026_liblinear,0.7763,0.7173,0.7569,0.7366,0.8104
logistic,130,H3H5->H1 50%test,l2_0.615848211066026_liblinear,0.6941,0.6343,0.6133,0.6236,0.7503
logistic,130,H1H5->H3 50%val,l1_0.08858667904100823_liblinear,0.7622,0.9462,0.6070,0.7395,0.8956
logistic,130,H1H5->H3 50%test,l1_0.08858667904100823_liblinear,0.7529,0.9227,0.6064,0.7319,0.8901
logistic,130,H1H3->H5 50%val,l2_0.03359818286283781_saga,0.9110,0.9053,0.9556,0.9297,0.9460
logistic,130,H1H3->H5 50%test,l2_0.03359818286283781_saga,0.7959,0.8261,0.8444,0.8352,0.8608
logistic,135,H1->self,,0.6975,0.6275,0.6573,0.6408,0.7631
logistic,135,H3->self,,0.7823,0.8537,0.7344,0.7896,0.8940
logistic,135,H5->self,,0.8463,0.8995,0.8444,0.8683,0.9141
logistic,135,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7753,0.9218,0.6512,0.7633,0.8949
logistic,135,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7721,0.9116,0.6535,0.7613,0.8896
logistic,135,H1->H5 50%val,l2_78.47599703514607_liblinear,0.8836,0.9506,0.8556,0.9006,0.9484
logistic,135,H1->H5 50%test,l2_78.47599703514607_liblinear,0.7959,0.8750,0.7778,0.8235,0.8612
logistic,135,H3->H1 50%val,l2_0.615848211066026_saga,0.7306,0.6507,0.7514,0.6974,0.7977
logistic,135,H3->H1 50%test,l2_0.615848211066026_saga,0.6804,0.6085,0.6354,0.6216,0.7414
logistic,135,H3->H5 50%val,l2_0.23357214690901212_liblinear,0.8973,0.9310,0.9000,0.9153,0.9462
logistic,135,H3->H5 50%test,l2_0.23357214690901212_liblinear,0.8095,0.8690,0.8111,0.8391,0.8630
logistic,135,H5->H1 50%val,l2_29.763514416313132_saga,0.7329,0.7254,0.5691,0.6378,0.7845
logistic,135,H5->H1 50%test,l2_29.763514416313132_saga,0.6689,0.6525,0.4254,0.5151,0.7314
logistic,135,H5->H3 50%val,l2_206.913808111479_saga,0.7491,0.7764,0.7710,0.7737,0.8371
logistic,135,H5->H3 50%test,l2_206.913808111479_saga,0.7394,0.7659,0.7652,0.7655,0.8328
logistic,135,H3H5->H1 50%val,l2_0.615848211066026_liblinear,0.7329,0.6538,0.7514,0.6992,0.7975
logistic,135,H3H5->H1 50%test,l2_0.615848211066026_liblinear,0.6781,0.6053,0.6354,0.6199,0.7405
logistic,135,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7760,0.8250,0.7580,0.7901,0.8746
logistic,135,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7712,0.8171,0.7583,0.7866,0.8701
logistic,135,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.9041,0.9222,0.9222,0.9222,0.9474
logistic,135,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8095,0.8523,0.8333,0.8427,0.8641
logistic,140,H1->self,,0.6963,0.6265,0.6545,0.6387,0.7659
logistic,140,H3->self,,0.7804,0.8448,0.7413,0.7896,0.8905
logistic,140,H5->self,,0.8463,0.9007,0.8444,0.8697,0.9211
logistic,140,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7755,0.8938,0.6768,0.7703,0.8913
logistic,140,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7728,0.8897,0.6751,0.7677,0.8853
logistic,140,H1->H5 50%val,l2_78.47599703514607_saga,0.9041,0.9524,0.8889,0.9195,0.9538
logistic,140,H1->H5 50%test,l2_78.47599703514607_saga,0.8095,0.8690,0.8111,0.8391,0.8635
logistic,140,H3->H1 50%val,l2_1.623776739188721_liblinear,0.7374,0.6587,0.7569,0.7044,0.7989
logistic,140,H3->H1 50%test,l2_1.623776739188721_liblinear,0.6849,0.6138,0.6409,0.6270,0.7410
logistic,140,H3->H5 50%val,l2_0.08858667904100823_saga,0.9110,0.9140,0.9444,0.9290,0.9548
logistic,140,H3->H5 50%test,l2_0.08858667904100823_saga,0.8095,0.8370,0.8556,0.8462,0.8676
logistic,140,H5->H1 50%val,l2_78.47599703514607_saga,0.7374,0.7619,0.5304,0.6254,0.7869
logistic,140,H5->H1 50%test,l2_78.47599703514607_saga,0.6849,0.7129,0.3978,0.5106,0.7392
logistic,140,H5->H3 50%val,l1_3792.690190732246_liblinear,0.7525,0.7866,0.7617,0.7739,0.8371
logistic,140,H5->H3 50%test,l1_3792.690190732246_liblinear,0.7441,0.7761,0.7587,0.7673,0.8337
logistic,140,H3H5->H1 50%val,l2_1.623776739188721_liblinear,0.7374,0.6587,0.7569,0.7044,0.7991
logistic,140,H3H5->H1 50%test,l2_1.623776739188721_liblinear,0.6826,0.6129,0.6298,0.6213,0.7412
logistic,140,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7764,0.8187,0.7682,0.7926,0.8732
logistic,140,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7672,0.8077,0.7628,0.7846,0.8680
logistic,140,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.9178,0.9239,0.9444,0.9341,0.9546
logistic,140,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8163,0.8539,0.8444,0.8492,0.8678
logistic,145,H1->self,,0.6952,0.6299,0.6378,0.6317,0.7638
logistic,145,H3->self,,0.7857,0.8432,0.7551,0.7967,0.8841
logistic,145,H5->self,,0.8395,0.8966,0.8389,0.8636,0.9197
logistic,145,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7794,0.8878,0.6906,0.7769,0.8855
logistic,145,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7739,0.8847,0.6824,0.7705,0.8810
logistic,145,H1->H5 50%val,l2_29.763514416313132_saga,0.8767,0.9390,0.8556,0.8953,0.9464
logistic,145,H1->H5 50%test,l2_29.763514416313132_saga,0.7959,0.8659,0.7889,0.8256,0.8608
logistic,145,H3->H1 50%val,l1_0.615848211066026_saga,0.7374,0.6618,0.7459,0.7013,0.7983
logistic,145,H3->H1 50%test,l1_0.615848211066026_saga,0.6804,0.6096,0.6298,0.6196,0.7379
logistic,145,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.9110,0.9231,0.9333,0.9282,0.9496
logistic,145,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8095,0.8523,0.8333,0.8427,0.8663
logistic,145,H5->H1 50%val,l2_78.47599703514607_liblinear,0.7329,0.7462,0.5359,0.6238,0.7859
logistic,145,H5->H1 50%test,l2_78.47599703514607_liblinear,0.6872,0.7115,0.4088,0.5193,0.7358
logistic,145,H5->H3 50%val,l1_11.288378916846883_saga,0.7602,0.7646,0.8218,0.7922,0.8412
logistic,145,H5->H3 50%test,l1_11.288378916846883_saga,0.7489,0.7540,0.8140,0.7828,0.8375
logistic,145,H3H5->H1 50%val,l1_0.615848211066026_saga,0.7466,0.6750,0.7459,0.7087,0.7989
logistic,145,H3H5->H1 50%test,l1_0.615848211066026_saga,0.6826,0.6141,0.6243,0.6192,0.7383
logistic,145,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7762,0.8007,0.7958,0.7982,0.8722
logistic,145,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7701,0.7940,0.7920,0.7930,0.8679
logistic,145,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.9041,0.9222,0.9222,0.9222,0.9500
logistic,145,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8027,0.8506,0.8222,0.8362,0.8667
logistic,150,H1->self,,0.6929,0.6285,0.6267,0.6242,0.7665
logistic,150,H3->self,,0.7822,0.8403,0.7513,0.7932,0.8804
logistic,150,H5->self,,0.8258,0.8813,0.8333,0.8534,0.9102
logistic,150,H1->H3 50%val,l1_4.281332398719396_saga,0.7780,0.8554,0.7231,0.7837,0.8757
logistic,150,H1->H3 50%test,l1_4.281332398719396_saga,0.7735,0.8550,0.7136,0.7779,0.8704
logistic,150,H1->H5 50%val,l2_4.281332398719396_saga,0.8493,0.9048,0.8444,0.8736,0.9282
logistic,150,H1->H5 50%test,l2_4.281332398719396_saga,0.7959,0.8659,0.7889,0.8256,0.8622
logistic,150,H3->H1 50%val,l1_0.615848211066026_saga,0.7534,0.6853,0.7459,0.7143,0.8028
logistic,150,H3->H1 50%test,l1_0.615848211066026_saga,0.6895,0.6286,0.6077,0.6180,0.7402
logistic,150,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8836,0.8763,0.9444,0.9091,0.9327
logistic,150,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8027,0.8427,0.8333,0.8380,0.8649
logistic,150,H5->H1 50%val,l2_29.763514416313132_saga,0.7306,0.7520,0.5193,0.6144,0.7849
logistic,150,H5->H1 50%test,l2_29.763514416313132_saga,0.6872,0.7200,0.3978,0.5125,0.7386
logistic,150,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7543,0.7655,0.8047,0.7846,0.8286
logistic,150,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7367,0.7504,0.7888,0.7691,0.8250
logistic,150,H3H5->H1 50%val,l1_0.615848211066026_saga,0.7557,0.6832,0.7624,0.7206,0.8025
logistic,150,H3H5->H1 50%test,l1_0.615848211066026_saga,0.6849,0.6188,0.6188,0.6188,0.7405
logistic,150,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7733,0.8021,0.7864,0.7942,0.8716
logistic,150,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7672,0.7965,0.7807,0.7885,0.8664
logistic,150,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8830,0.9222,0.9022,0.9329
logistic,150,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8027,0.8427,0.8333,0.8380,0.8647
logistic,155,H1->self,,0.6872,0.6227,0.6157,0.6158,0.7637
logistic,155,H3->self,,0.7838,0.8432,0.7509,0.7943,0.8827
logistic,155,H5->self,,0.8258,0.8813,0.8333,0.8534,0.9102
logistic,155,H1->H3 50%val,l1_4.281332398719396_liblinear,0.7785,0.8804,0.6963,0.7776,0.8817
logistic,155,H1->H3 50%test,l1_4.281332398719396_liblinear,0.7735,0.8747,0.6917,0.7725,0.8760
logistic,155,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8493,0.9048,0.8444,0.8736,0.9258
logistic,155,H1->H5 50%test,l2_11.288378916846883_liblinear,0.8027,0.8765,0.7889,0.8304,0.8589
logistic,155,H3->H1 50%val,l1_1.623776739188721_liblinear,0.7489,0.6940,0.7017,0.6978,0.8043
logistic,155,H3->H1 50%test,l1_1.623776739188721_liblinear,0.6895,0.6398,0.5691,0.6023,0.7390
logistic,155,H3->H5 50%val,l2_0.08858667904100823_saga,0.8767,0.8830,0.9222,0.9022,0.9325
logistic,155,H3->H5 50%test,l2_0.08858667904100823_saga,0.8027,0.8427,0.8333,0.8380,0.8655
logistic,155,H5->H1 50%val,l2_29.763514416313132_saga,0.7260,0.7402,0.5193,0.6104,0.7806
logistic,155,H5->H1 50%test,l2_29.763514416313132_saga,0.6804,0.6952,0.4033,0.5105,0.7314
logistic,155,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7624,0.7669,0.8230,0.7940,0.8355
logistic,155,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7459,0.7531,0.8079,0.7795,0.8307
logistic,155,H3H5->H1 50%val,l1_1.623776739188721_saga,0.7397,0.6791,0.7017,0.6902,0.8071
logistic,155,H3H5->H1 50%test,l1_1.623776739188721_saga,0.6872,0.6341,0.5746,0.6029,0.7410
logistic,155,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7789,0.8144,0.7803,0.7970,0.8789
logistic,155,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7746,0.8089,0.7786,0.7935,0.8733
logistic,155,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8830,0.9222,0.9022,0.9323
logistic,155,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8027,0.8427,0.8333,0.8380,0.8657
logistic,160,H1->self,,0.6895,0.6252,0.6212,0.6199,0.7645
logistic,160,H3->self,,0.7825,0.8433,0.7480,0.7928,0.8807
logistic,160,H5->self,,0.8258,0.8813,0.8333,0.8534,0.9102
logistic,160,H1->H3 50%val,l1_4.281332398719396_saga,0.7825,0.8648,0.7219,0.7869,0.8819
logistic,160,H1->H3 50%test,l1_4.281332398719396_saga,0.7773,0.8596,0.7165,0.7816,0.8745
logistic,160,H1->H5 50%val,l2_11.288378916846883_saga,0.8493,0.9048,0.8444,0.8736,0.9260
logistic,160,H1->H5 50%test,l2_11.288378916846883_saga,0.8027,0.8765,0.7889,0.8304,0.8591
logistic,160,H3->H1 50%val,l1_0.615848211066026_saga,0.7511,0.6818,0.7459,0.7124,0.8037
logistic,160,H3->H1 50%test,l1_0.615848211066026_saga,0.6804,0.6185,0.5912,0.6045,0.7395
logistic,160,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8830,0.9222,0.9022,0.9321
logistic,160,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8027,0.8427,0.8333,0.8380,0.8659
logistic,160,H5->H1 50%val,l2_29.763514416313132_saga,0.7260,0.7402,0.5193,0.6104,0.7811
logistic,160,H5->H1 50%test,l2_29.763514416313132_saga,0.6849,0.7009,0.4144,0.5208,0.7330
logistic,160,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7602,0.7576,0.8364,0.7951,0.8356
logistic,160,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7475,0.7471,0.8253,0.7843,0.8303
logistic,160,H3H5->H1 50%val,l1_4.281332398719396_liblinear,0.7466,0.6882,0.7072,0.6975,0.8050
logistic,160,H3H5->H1 50%test,l1_4.281332398719396_liblinear,0.6895,0.6415,0.5635,0.6000,0.7393
logistic,160,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7782,0.8076,0.7893,0.7984,0.8781
logistic,160,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7735,0.8023,0.7864,0.7943,0.8711
logistic,160,H1H3->H5 50%val,l2_0.08858667904100823_saga,0.8699,0.8989,0.8889,0.8939,0.9325
logistic,160,H1H3->H5 50%test,l2_0.08858667904100823_saga,0.7959,0.8409,0.8222,0.8315,0.8665
logistic,165,H1->self,,0.6929,0.6292,0.6240,0.6234,0.7644
logistic,165,H3->self,,0.7855,0.8413,0.7572,0.7970,0.8819
logistic,165,H5->self,,0.8189,0.8805,0.8222,0.8456,0.9220
logistic,165,H1->H3 50%val,l1_4.281332398719396_saga,0.7852,0.8513,0.7438,0.7939,0.8827
logistic,165,H1->H3 50%test,l1_4.281332398719396_saga,0.7825,0.8484,0.7413,0.7912,0.8745
logistic,165,H1->H5 50%val,l2_11.288378916846883_saga,0.8630,0.9070,0.8667,0.8864,0.9339
logistic,165,H1->H5 50%test,l2_11.288378916846883_saga,0.7959,0.8659,0.7889,0.8256,0.8717
logistic,165,H3->H1 50%val,l2_29.763514416313132_liblinear,0.7511,0.7169,0.6575,0.6859,0.8015
logistic,165,H3->H1 50%test,l2_29.763514416313132_liblinear,0.6918,0.6597,0.5249,0.5846,0.7385
logistic,165,H3->H5 50%val,l2_0.08858667904100823_saga,0.8904,0.8936,0.9333,0.9130,0.9401
logistic,165,H3->H5 50%test,l2_0.08858667904100823_saga,0.8027,0.8427,0.8333,0.8380,0.8786
logistic,165,H5->H1 50%val,l2_78.47599703514607_liblinear,0.7260,0.7798,0.4696,0.5862,0.7821
logistic,165,H5->H1 50%test,l2_78.47599703514607_liblinear,0.6735,0.7021,0.3646,0.4800,0.7337
logistic,165,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7651,0.7708,0.8222,0.7957,0.8491
logistic,165,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7584,0.7646,0.8168,0.7899,0.8438
logistic,165,H3H5->H1 50%val,l1_1.623776739188721_liblinear,0.7511,0.7093,0.6740,0.6912,0.8070
logistic,165,H3H5->H1 50%test,l1_1.623776739188721_liblinear,0.6986,0.6601,0.5580,0.6048,0.7430
logistic,165,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7818,0.8014,0.8080,0.8047,0.8795
logistic,165,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7757,0.7970,0.8006,0.7988,0.8727
logistic,165,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9401
logistic,165,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8409,0.8222,0.8315,0.8784
logistic,170,H1->self,,0.6986,0.6348,0.6322,0.6305,0.7698
logistic,170,H3->self,,0.7865,0.8429,0.7574,0.7978,0.8819
logistic,170,H5->self,,0.8224,0.8811,0.8278,0.8491,0.9198
logistic,170,H1->H3 50%val,l2_78.47599703514607_liblinear,0.7855,0.8674,0.7251,0.7899,0.8871
logistic,170,H1->H3 50%test,l2_78.47599703514607_liblinear,0.7780,0.8606,0.7169,0.7822,0.8797
logistic,170,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8219,0.8902,0.8111,0.8488,0.9238
logistic,170,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7959,0.8659,0.7889,0.8256,0.8741
logistic,170,H3->H1 50%val,l1_1.623776739188721_liblinear,0.7489,0.6940,0.7017,0.6978,0.8187
logistic,170,H3->H1 50%test,l1_1.623776739188721_liblinear,0.6986,0.6433,0.6077,0.6250,0.7521
logistic,170,H3->H5 50%val,l2_0.08858667904100823_saga,0.8904,0.8936,0.9333,0.9130,0.9313
logistic,170,H3->H5 50%test,l2_0.08858667904100823_saga,0.8027,0.8427,0.8333,0.8380,0.8791
logistic,170,H5->H1 50%val,l2_29.763514416313132_saga,0.7397,0.7724,0.5249,0.6250,0.7748
logistic,170,H5->H1 50%test,l2_29.763514416313132_saga,0.6872,0.6964,0.4309,0.5324,0.7322
logistic,170,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7575,0.7640,0.8161,0.7892,0.8378
logistic,170,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7486,0.7570,0.8071,0.7812,0.8331
logistic,170,H3H5->H1 50%val,l1_1.623776739188721_saga,0.7489,0.6878,0.7182,0.7027,0.8176
logistic,170,H3H5->H1 50%test,l1_1.623776739188721_saga,0.7009,0.6453,0.6133,0.6289,0.7521
logistic,170,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7843,0.8147,0.7925,0.8035,0.8807
logistic,170,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7782,0.8122,0.7819,0.7968,0.8737
logistic,170,H1H3->H5 50%val,l2_0.08858667904100823_saga,0.8973,0.9032,0.9333,0.9180,0.9308
logistic,170,H1H3->H5 50%test,l2_0.08858667904100823_saga,0.7959,0.8409,0.8222,0.8315,0.8784
logistic,175,H1->self,,0.7089,0.6506,0.6350,0.6399,0.7697
logistic,175,H3->self,,0.7848,0.8403,0.7570,0.7964,0.8806
logistic,175,H5->self,,0.8189,0.8805,0.8222,0.8456,0.9202
logistic,175,H1->H3 50%val,l2_78.47599703514607_liblinear,0.7827,0.8670,0.7199,0.7866,0.8855
logistic,175,H1->H3 50%test,l2_78.47599703514607_liblinear,0.7762,0.8604,0.7132,0.7799,0.8781
logistic,175,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8288,0.9012,0.8111,0.8538,0.9242
logistic,175,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7959,0.8659,0.7889,0.8256,0.8743
logistic,175,H3->H1 50%val,l1_1.623776739188721_liblinear,0.7466,0.6902,0.7017,0.6959,0.8173
logistic,175,H3->H1 50%test,l1_1.623776739188721_liblinear,0.7009,0.6506,0.5967,0.6225,0.7520
logistic,175,H3->H5 50%val,l2_0.08858667904100823_saga,0.8767,0.8750,0.9333,0.9032,0.9319
logistic,175,H3->H5 50%test,l2_0.08858667904100823_saga,0.8027,0.8427,0.8333,0.8380,0.8795
logistic,175,H5->H1 50%val,l2_29.763514416313132_liblinear,0.7374,0.7661,0.5249,0.6230,0.7724
logistic,175,H5->H1 50%test,l2_29.763514416313132_liblinear,0.6918,0.6983,0.4475,0.5455,0.7309
logistic,175,H5->H3 50%val,l1_11.288378916846883_saga,0.7572,0.7643,0.8149,0.7888,0.8362
logistic,175,H5->H3 50%test,l1_11.288378916846883_saga,0.7484,0.7576,0.8050,0.7806,0.8317
logistic,175,H3H5->H1 50%val,l1_1.623776739188721_liblinear,0.7443,0.6865,0.7017,0.6940,0.8158
logistic,175,H3H5->H1 50%test,l1_1.623776739188721_liblinear,0.7055,0.6548,0.6077,0.6304,0.7514
logistic,175,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7839,0.8148,0.7913,0.8029,0.8797
logistic,175,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7771,0.8145,0.7758,0.7947,0.8728
logistic,175,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9312
logistic,175,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8409,0.8222,0.8315,0.8791
logistic,180,H1->self,,0.7031,0.6431,0.6295,0.6340,0.7652
logistic,180,H3->self,,0.7971,0.8443,0.7789,0.8102,0.8865
logistic,180,H5->self,,0.8223,0.8844,0.8222,0.8479,0.9210
logistic,180,H1->H3 50%val,l2_29.763514416313132_liblinear,0.7979,0.8691,0.7495,0.8049,0.8917
logistic,180,H1->H3 50%test,l2_29.763514416313132_liblinear,0.7911,0.8630,0.7421,0.7980,0.8832
logistic,180,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8288,0.9012,0.8111,0.8538,0.9272
logistic,180,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7959,0.8846,0.7667,0.8214,0.8756
logistic,180,H3->H1 50%val,l1_1.623776739188721_liblinear,0.7557,0.7176,0.6740,0.6952,0.8173
logistic,180,H3->H1 50%test,l1_1.623776739188721_liblinear,0.7192,0.6835,0.5967,0.6372,0.7530
logistic,180,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9345
logistic,180,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8409,0.8222,0.8315,0.8809
logistic,180,H5->H1 50%val,l2_11.288378916846883_saga,0.7192,0.7014,0.5580,0.6215,0.7631
logistic,180,H5->H1 50%test,l2_11.288378916846883_saga,0.6918,0.6742,0.4917,0.5687,0.7261
logistic,180,H5->H3 50%val,l1_11.288378916846883_saga,0.7593,0.7651,0.8185,0.7909,0.8376
logistic,180,H5->H3 50%test,l1_11.288378916846883_saga,0.7516,0.7589,0.8107,0.7840,0.8328
logistic,180,H3H5->H1 50%val,l1_1.623776739188721_liblinear,0.7352,0.6879,0.6575,0.6723,0.8150
logistic,180,H3H5->H1 50%test,l1_1.623776739188721_liblinear,0.7100,0.6709,0.5856,0.6254,0.7513
logistic,180,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7977,0.8263,0.8055,0.8158,0.8891
logistic,180,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7943,0.8263,0.7977,0.8117,0.8814
logistic,180,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8973,0.9032,0.9333,0.9180,0.9345
logistic,180,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8409,0.8222,0.8315,0.8809
logistic,185,H1->self,,0.7043,0.6459,0.6295,0.6352,0.7668
logistic,185,H3->self,,0.7969,0.8441,0.7787,0.8100,0.8862
logistic,185,H5->self,,0.8223,0.8844,0.8222,0.8479,0.9210
logistic,185,H1->H3 50%val,l2_29.763514416313132_liblinear,0.7972,0.8648,0.7531,0.8051,0.8898
logistic,185,H1->H3 50%test,l2_29.763514416313132_liblinear,0.7952,0.8635,0.7502,0.8029,0.8816
logistic,185,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8288,0.9012,0.8111,0.8538,0.9280
logistic,185,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7959,0.8750,0.7778,0.8235,0.8768
logistic,185,H3->H1 50%val,l1_1.623776739188721_liblinear,0.7557,0.7176,0.6740,0.6952,0.8163
logistic,185,H3->H1 50%test,l1_1.623776739188721_liblinear,0.7169,0.6839,0.5856,0.6310,0.7528
logistic,185,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9345
logistic,185,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.8027,0.8427,0.8333,0.8380,0.8811
logistic,185,H5->H1 50%val,l2_29.763514416313132_saga,0.7215,0.7092,0.5525,0.6211,0.7642
logistic,185,H5->H1 50%test,l2_29.763514416313132_saga,0.7032,0.7008,0.4917,0.5779,0.7279
logistic,185,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7590,0.7640,0.8201,0.7911,0.8377
logistic,185,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7520,0.7581,0.8136,0.7849,0.8325
logistic,185,H3H5->H1 50%val,l1_1.623776739188721_saga,0.7329,0.6839,0.6575,0.6704,0.8141
